y,Company,CocoaPercent,CompanyLocation,BeanType,BeanOrigin
4.0,370.0,70.0,18.0,11.0,58.0
3.25,234.0,85.0,58.0,11.0,68.0
3.5,30.0,83.0,19.0,11.0,2.0
2.25,268.0,72.0,56.0,6.0,67.0
3.75,155.0,70.0,56.0,12.0,46.0
3.25,382.0,70.0,56.0,12.0,3.0
3.75,125.0,70.0,29.0,6.0,32.0
2.75,168.0,65.0,7.0,12.0,63.0
3.25,40.0,75.0,18.0,12.0,18.0
3.0,403.0,72.0,7.0,11.0,19.0
3.0,346.0,70.0,56.0,12.0,18.0
3.25,94.0,75.0,7.0,12.0,40.0
3.5,21.0,70.0,2.0,12.0,45.0
3.0,33.0,64.0,54.0,11.0,37.0
4.0,294.0,75.0,56.0,11.0,37.0
3.5,0.0,70.0,18.0,12.0,46.0
3.5,302.0,75.0,18.0,8.0,51.0
2.75,371.0,72.0,56.0,12.0,67.0
3.5,343.0,62.0,7.0,12.0,16.0
3.0,209.0,70.0,56.0,12.0,12.0
3.0,396.0,60.0,56.0,12.0,63.0
3.5,33.0,72.0,54.0,12.0,67.0
3.75,23.0,70.0,56.0,11.0,37.0
3.0,211.0,70.0,17.0,11.0,37.0
2.75,231.0,70.0,56.0,11.0,60.0
3.0,262.0,70.0,10.0,12.0,12.0
4.0,314.0,75.0,56.0,11.0,37.0
3.0,335.0,73.0,7.0,12.0,27.0
4.0,40.0,75.0,18.0,12.0,67.0
3.5,357.0,70.0,24.0,6.0,37.0
3.25,285.0,80.0,54.0,3.0,63.0
3.0,166.0,64.0,29.0,12.0,60.0
3.25,49.0,72.0,56.0,11.0,60.0
2.75,11.0,70.0,50.0,12.0,19.0
3.0,241.0,72.0,56.0,12.0,16.0
3.25,77.0,70.0,55.0,12.0,19.0
3.0,111.0,70.0,56.0,12.0,12.0
3.75,40.0,75.0,18.0,11.0,7.0
3.0,399.0,75.0,3.0,8.0,19.0
3.5,125.0,70.0,29.0,6.0,37.0
3.5,125.0,70.0,29.0,11.0,37.0
3.0,40.0,75.0,18.0,12.0,54.0
3.5,337.0,65.0,2.0,12.0,45.0
3.75,343.0,70.0,7.0,8.0,64.0
2.75,343.0,70.0,7.0,11.0,25.0
3.75,0.0,63.0,18.0,12.0,46.0
3.25,255.0,70.0,56.0,12.0,46.0
3.25,401.0,70.0,56.0,12.0,46.0
2.5,34.0,76.0,56.0,12.0,41.0
3.25,166.0,64.0,29.0,12.0,65.0
2.75,363.0,70.0,56.0,12.0,4.0
3.0,342.0,70.0,56.0,8.0,62.0
3.5,31.0,74.0,4.0,6.0,67.0
3.25,19.0,72.0,55.0,11.0,18.0
3.25,21.0,80.0,2.0,12.0,63.0
3.5,28.0,71.0,4.0,12.0,19.0
2.25,148.0,65.0,56.0,12.0,49.0
3.0,343.0,70.0,7.0,11.0,18.0
3.0,238.0,75.0,56.0,12.0,67.0
3.75,18.0,70.0,56.0,11.0,2.0
2.75,175.0,70.0,36.0,11.0,37.0
3.25,141.0,70.0,18.0,11.0,68.0
3.25,122.0,72.0,55.0,12.0,44.0
3.5,393.0,70.0,56.0,12.0,18.0
3.25,112.0,60.0,22.0,6.0,27.0
3.25,256.0,70.0,38.0,12.0,41.0
3.25,156.0,70.0,12.0,12.0,41.0
2.5,349.0,65.0,56.0,12.0,47.0
3.25,363.0,67.0,56.0,12.0,3.0
3.75,86.0,80.0,0.0,6.0,46.0
2.75,351.0,68.0,54.0,11.0,4.0
3.5,388.0,70.0,36.0,12.0,46.0
3.0,297.0,72.0,4.0,6.0,32.0
3.5,288.0,70.0,14.0,12.0,19.0
3.0,155.0,74.0,56.0,11.0,37.0
3.75,347.0,70.0,56.0,12.0,18.0
3.0,232.0,70.0,39.0,12.0,46.0
2.5,214.0,65.0,43.0,12.0,49.0
3.0,302.0,75.0,18.0,11.0,13.0
3.0,231.0,72.0,56.0,12.0,57.0
3.5,203.0,74.0,18.0,3.0,65.0
3.5,357.0,70.0,24.0,6.0,67.0
3.75,167.0,70.0,56.0,12.0,63.0
3.75,40.0,65.0,18.0,12.0,66.0
3.75,25.0,70.0,56.0,12.0,4.0
3.0,237.0,82.0,3.0,12.0,28.0
3.25,100.0,72.0,1.0,12.0,3.0
3.5,259.0,63.0,14.0,12.0,19.0
3.5,289.0,72.0,7.0,12.0,57.0
3.25,357.0,70.0,24.0,11.0,68.0
4.0,201.0,70.0,56.0,12.0,4.0
3.5,209.0,70.0,56.0,12.0,57.0
3.25,357.0,70.0,24.0,12.0,18.0
2.75,179.0,100.0,55.0,12.0,46.0
3.25,358.0,99.0,56.0,12.0,46.0
3.5,18.0,70.0,56.0,12.0,30.0
3.0,296.0,82.0,56.0,12.0,18.0
3.25,341.0,70.0,36.0,12.0,52.0
3.75,81.0,70.0,56.0,11.0,37.0
3.0,396.0,70.0,56.0,12.0,45.0
3.75,347.0,70.0,2.0,12.0,19.0
3.5,323.0,70.0,1.0,8.0,19.0
3.25,361.0,70.0,52.0,11.0,56.0
3.5,357.0,70.0,24.0,8.0,4.0
3.0,162.0,72.0,58.0,11.0,68.0
2.5,227.0,74.0,56.0,12.0,46.0
2.75,179.0,70.0,55.0,12.0,19.0
3.75,343.0,70.0,7.0,8.0,18.0
3.25,90.0,71.0,50.0,6.0,40.0
3.5,35.0,75.0,56.0,12.0,44.0
3.25,49.0,72.0,56.0,3.0,63.0
3.5,151.0,75.0,47.0,12.0,19.0
3.0,363.0,80.0,56.0,12.0,67.0
3.5,18.0,75.0,56.0,12.0,19.0
3.25,390.0,75.0,27.0,6.0,46.0
3.0,198.0,72.0,56.0,11.0,2.0
2.5,19.0,75.0,55.0,6.0,67.0
3.75,326.0,68.0,56.0,12.0,4.0
2.75,397.0,85.0,3.0,11.0,60.0
3.0,122.0,85.0,55.0,12.0,67.0
3.5,297.0,85.0,4.0,3.0,67.0
2.5,329.0,73.0,56.0,12.0,29.0
3.75,20.0,70.0,56.0,11.0,30.0
3.0,206.0,75.0,18.0,12.0,13.0
3.25,363.0,70.0,56.0,12.0,19.0
3.25,13.0,75.0,7.0,12.0,18.0
4.0,31.0,72.0,4.0,11.0,32.0
2.75,282.0,76.0,7.0,12.0,7.0
3.5,159.0,80.0,19.0,11.0,16.0
3.75,112.0,70.0,22.0,11.0,37.0
3.25,209.0,70.0,56.0,12.0,35.0
3.5,342.0,70.0,56.0,3.0,63.0
3.0,229.0,72.0,56.0,12.0,46.0
3.25,396.0,70.0,56.0,12.0,46.0
3.75,125.0,70.0,29.0,12.0,19.0
3.75,335.0,73.0,7.0,12.0,19.0
3.25,357.0,70.0,24.0,12.0,41.0
3.25,393.0,70.0,56.0,12.0,19.0
3.0,247.0,70.0,18.0,8.0,51.0
4.0,40.0,75.0,18.0,6.0,67.0
3.25,133.0,70.0,7.0,12.0,9.0
3.0,202.0,70.0,30.0,6.0,46.0
3.5,302.0,75.0,18.0,11.0,9.0
3.5,111.0,70.0,56.0,12.0,19.0
1.75,19.0,100.0,55.0,12.0,67.0
2.75,203.0,74.0,18.0,12.0,0.0
3.25,307.0,75.0,56.0,11.0,37.0
4.0,57.0,70.0,50.0,6.0,40.0
3.0,179.0,70.0,55.0,12.0,18.0
3.0,359.0,70.0,56.0,12.0,46.0
2.5,227.0,74.0,56.0,12.0,19.0
3.5,288.0,70.0,14.0,8.0,19.0
3.75,14.0,70.0,29.0,11.0,67.0
2.75,42.0,70.0,56.0,11.0,2.0
3.25,297.0,70.0,4.0,8.0,6.0
4.0,18.0,70.0,56.0,8.0,46.0
3.0,350.0,70.0,56.0,12.0,16.0
3.75,43.0,70.0,56.0,11.0,2.0
2.75,288.0,65.0,14.0,8.0,19.0
3.5,153.0,60.0,4.0,8.0,23.0
2.5,118.0,66.0,56.0,11.0,37.0
3.5,319.0,70.0,24.0,12.0,67.0
3.25,67.0,72.0,10.0,12.0,12.0
3.25,13.0,66.0,7.0,11.0,37.0
3.0,354.0,71.0,12.0,6.0,46.0
3.75,190.0,70.0,56.0,8.0,4.0
3.0,179.0,90.0,55.0,8.0,19.0
3.0,320.0,70.0,29.0,12.0,18.0
3.0,84.0,60.0,56.0,12.0,18.0
2.75,19.0,72.0,55.0,12.0,44.0
3.25,362.0,87.0,56.0,12.0,3.0
3.5,257.0,72.0,7.0,12.0,18.0
3.5,49.0,72.0,56.0,12.0,19.0
3.25,330.0,70.0,39.0,12.0,46.0
3.75,181.0,72.0,54.0,11.0,67.0
2.25,321.0,84.0,56.0,12.0,18.0
3.75,276.0,70.0,8.0,6.0,46.0
3.25,285.0,68.0,54.0,12.0,3.0
2.75,403.0,72.0,7.0,11.0,41.0
3.0,155.0,70.0,56.0,11.0,34.0
3.75,314.0,75.0,56.0,11.0,2.0
2.75,279.0,70.0,56.0,11.0,60.0
3.5,302.0,75.0,18.0,11.0,67.0
2.75,340.0,68.0,55.0,8.0,46.0
3.25,159.0,65.0,19.0,11.0,37.0
2.5,137.0,58.0,57.0,6.0,67.0
3.5,31.0,74.0,4.0,11.0,13.0
3.0,284.0,70.0,25.0,12.0,45.0
3.75,337.0,70.0,2.0,12.0,2.0
2.75,24.0,80.0,59.0,12.0,12.0
3.5,29.0,70.0,56.0,6.0,57.0
2.75,70.0,70.0,56.0,12.0,67.0
3.0,124.0,88.0,4.0,8.0,69.0
2.75,70.0,70.0,56.0,12.0,46.0
1.5,62.0,91.0,14.0,8.0,19.0
3.25,191.0,62.0,13.0,12.0,18.0
2.75,38.0,72.0,50.0,12.0,63.0
3.0,20.0,70.0,56.0,8.0,19.0
4.0,326.0,78.0,56.0,12.0,46.0
3.5,323.0,70.0,1.0,8.0,4.0
3.25,69.0,70.0,56.0,12.0,67.0
2.5,82.0,80.0,55.0,12.0,18.0
2.75,72.0,70.0,7.0,8.0,62.0
3.0,10.0,70.0,56.0,12.0,67.0
3.25,125.0,60.0,29.0,11.0,67.0
3.5,176.0,58.0,14.0,8.0,19.0
2.25,236.0,74.0,56.0,12.0,18.0
2.75,261.0,71.0,56.0,12.0,16.0
3.0,254.0,72.0,56.0,11.0,2.0
3.5,230.0,70.0,41.0,12.0,46.0
3.25,103.0,72.0,19.0,6.0,67.0
3.5,323.0,70.0,1.0,8.0,19.0
3.0,160.0,66.0,56.0,11.0,4.0
3.0,391.0,70.0,55.0,12.0,46.0
2.0,385.0,90.0,56.0,8.0,19.0
3.5,154.0,66.0,56.0,12.0,46.0
3.0,167.0,65.0,56.0,12.0,46.0
3.5,117.0,77.0,56.0,11.0,12.0
3.0,180.0,70.0,7.0,11.0,41.0
2.5,199.0,72.5,56.0,12.0,19.0
3.5,230.0,70.0,41.0,8.0,23.0
3.0,235.0,65.0,56.0,12.0,33.0
2.5,163.0,70.0,55.0,12.0,63.0
3.75,127.0,72.0,55.0,6.0,30.0
3.5,302.0,75.0,18.0,12.0,4.0
3.5,59.0,77.0,57.0,11.0,67.0
2.5,265.0,73.5,56.0,11.0,37.0
4.0,337.0,70.0,2.0,6.0,19.0
2.75,381.0,76.0,32.0,11.0,37.0
3.5,18.0,68.0,56.0,8.0,46.0
3.0,69.0,72.0,56.0,12.0,67.0
2.5,319.0,84.0,24.0,12.0,67.0
3.5,14.0,63.0,29.0,3.0,63.0
3.5,177.0,70.0,28.0,11.0,37.0
3.5,33.0,64.0,54.0,12.0,32.0
2.0,168.0,100.0,7.0,12.0,63.0
3.5,314.0,75.0,56.0,12.0,12.0
3.0,155.0,70.0,56.0,8.0,46.0
2.5,310.0,70.0,56.0,12.0,46.0
3.5,203.0,66.0,18.0,12.0,18.0
2.75,64.0,73.0,56.0,12.0,57.0
3.0,391.0,88.0,55.0,11.0,9.0
2.75,364.0,70.0,56.0,12.0,46.0
2.0,142.0,65.0,56.0,12.0,12.0
3.5,244.0,80.0,23.0,12.0,41.0
3.5,155.0,70.0,56.0,8.0,46.0
3.5,215.0,70.0,56.0,12.0,29.0
2.5,143.0,55.0,56.0,12.0,46.0
3.5,62.0,63.0,14.0,8.0,19.0
3.75,54.0,72.0,9.0,12.0,9.0
2.75,168.0,80.0,7.0,12.0,45.0
2.5,179.0,100.0,55.0,8.0,19.0
3.25,167.0,72.0,56.0,12.0,63.0
3.25,238.0,70.0,56.0,12.0,18.0
2.75,303.0,80.0,55.0,12.0,30.0
3.5,186.0,70.0,56.0,11.0,2.0
2.75,347.0,70.0,56.0,12.0,46.0
3.0,268.0,72.0,56.0,11.0,37.0
2.75,403.0,74.0,7.0,11.0,2.0
4.0,239.0,74.0,2.0,11.0,45.0
3.75,343.0,77.0,7.0,11.0,18.0
3.75,14.0,70.0,29.0,12.0,46.0
3.25,121.0,70.0,56.0,12.0,19.0
3.5,320.0,64.0,29.0,11.0,37.0
2.75,404.0,73.0,56.0,12.0,18.0
2.5,92.0,80.0,7.0,6.0,67.0
3.5,343.0,70.0,7.0,11.0,37.0
3.25,49.0,72.0,56.0,11.0,2.0
3.0,399.0,75.0,3.0,6.0,45.0
3.25,322.0,69.0,56.0,12.0,8.0
3.5,209.0,70.0,56.0,8.0,46.0
3.25,156.0,70.0,12.0,6.0,41.0
3.0,391.0,71.0,55.0,11.0,37.0
3.25,386.0,77.0,56.0,6.0,46.0
1.0,267.0,73.0,4.0,12.0,63.0
3.25,345.0,75.0,7.0,12.0,19.0
2.75,305.0,55.0,6.0,12.0,4.0
3.5,8.0,70.0,35.0,11.0,68.0
2.5,59.0,75.0,57.0,12.0,67.0
3.25,155.0,72.0,56.0,12.0,18.0
3.25,179.0,65.0,55.0,11.0,55.0
3.5,155.0,69.0,56.0,12.0,45.0
4.0,0.0,63.0,18.0,12.0,46.0
3.0,112.0,75.0,22.0,11.0,67.0
3.0,179.0,75.0,55.0,11.0,60.0
3.25,248.0,75.0,56.0,12.0,57.0
2.75,126.0,80.0,55.0,6.0,9.0
3.5,3.0,88.0,16.0,11.0,21.0
3.25,240.0,70.0,56.0,12.0,18.0
3.0,46.0,72.0,2.0,11.0,37.0
3.25,114.0,58.0,56.0,8.0,69.0
3.0,271.0,70.0,56.0,12.0,19.0
3.75,43.0,70.0,56.0,12.0,41.0
3.75,399.0,70.0,3.0,12.0,46.0
3.25,344.0,70.0,56.0,12.0,41.0
2.75,111.0,70.0,56.0,12.0,67.0
3.0,199.0,72.5,56.0,11.0,37.0
3.75,263.0,70.0,31.0,12.0,60.0
3.0,35.0,71.0,56.0,11.0,37.0
3.75,0.0,70.0,18.0,12.0,19.0
4.0,0.0,70.0,18.0,12.0,46.0
3.5,164.0,70.0,30.0,12.0,37.0
3.25,351.0,72.0,54.0,12.0,31.0
3.0,167.0,91.0,56.0,12.0,63.0
3.75,301.0,70.0,56.0,12.0,16.0
3.75,121.0,70.0,56.0,12.0,27.0
2.75,325.0,70.0,18.0,8.0,51.0
2.5,17.0,72.0,18.0,12.0,40.0
3.5,363.0,70.0,56.0,12.0,18.0
3.75,273.0,70.0,56.0,8.0,23.0
2.75,9.0,60.0,56.0,12.0,41.0
2.75,69.0,70.0,56.0,6.0,46.0
3.5,189.0,70.0,56.0,11.0,2.0
3.25,203.0,60.0,18.0,12.0,58.0
2.75,168.0,74.0,7.0,12.0,63.0
3.75,19.0,72.0,55.0,8.0,10.0
3.25,41.0,77.0,14.0,8.0,19.0
2.5,9.0,60.0,56.0,12.0,46.0
3.5,125.0,70.0,29.0,6.0,67.0
3.25,377.0,72.0,56.0,12.0,57.0
3.25,44.0,80.0,56.0,11.0,2.0
2.75,319.0,77.0,24.0,8.0,48.0
3.25,103.0,62.0,19.0,6.0,46.0
3.5,103.0,85.0,19.0,8.0,23.0
3.0,342.0,70.0,56.0,12.0,67.0
3.5,160.0,70.0,56.0,12.0,2.0
3.75,111.0,70.0,56.0,12.0,18.0
2.75,403.0,72.0,7.0,12.0,18.0
3.5,152.0,60.0,57.0,12.0,67.0
3.5,75.0,70.0,56.0,12.0,12.0
2.0,326.0,70.0,56.0,11.0,34.0
2.5,267.0,70.0,4.0,6.0,45.0
3.25,399.0,62.0,3.0,12.0,31.0
3.5,238.0,73.0,56.0,3.0,46.0
3.25,335.0,73.0,7.0,12.0,27.0
3.0,285.0,70.0,54.0,8.0,10.0
3.5,234.0,68.0,58.0,11.0,68.0
3.75,335.0,67.0,7.0,11.0,37.0
3.25,9.0,80.0,56.0,12.0,3.0
2.75,363.0,70.0,56.0,12.0,37.0
3.5,57.0,71.0,50.0,11.0,37.0
3.0,35.0,70.0,56.0,8.0,23.0
2.75,278.0,66.0,36.0,12.0,45.0
3.75,81.0,68.0,56.0,12.0,67.0
3.0,35.0,70.0,56.0,11.0,37.0
3.5,343.0,70.0,7.0,8.0,4.0
3.0,321.0,70.0,56.0,12.0,18.0
3.25,108.0,70.0,2.0,12.0,1.0
3.25,401.0,73.0,56.0,12.0,19.0
3.75,56.0,72.0,56.0,6.0,18.0
3.25,155.0,70.0,56.0,11.0,34.0
3.0,44.0,60.0,56.0,12.0,18.0
3.25,238.0,73.0,56.0,12.0,18.0
3.5,57.0,71.0,50.0,12.0,67.0
3.0,14.0,70.0,29.0,11.0,19.0
3.0,121.0,72.0,56.0,11.0,37.0
3.25,29.0,70.0,56.0,12.0,3.0
3.5,264.0,85.0,56.0,12.0,29.0
3.25,103.0,65.0,19.0,8.0,19.0
2.75,358.0,70.0,56.0,12.0,37.0
3.0,21.0,70.0,2.0,11.0,37.0
3.75,174.0,68.0,56.0,0.0,3.0
2.0,247.0,85.0,18.0,12.0,63.0
3.75,229.0,72.0,56.0,12.0,12.0
3.5,292.0,70.0,56.0,12.0,18.0
2.75,299.0,80.0,56.0,6.0,41.0
3.75,238.0,75.0,56.0,3.0,46.0
3.25,238.0,74.0,56.0,12.0,57.0
3.25,345.0,70.0,7.0,12.0,18.0
3.75,18.0,70.0,56.0,12.0,18.0
3.5,155.0,69.0,56.0,12.0,45.0
3.25,209.0,70.0,56.0,12.0,3.0
3.75,288.0,70.0,14.0,12.0,19.0
2.5,202.0,70.0,30.0,11.0,46.0
3.0,19.0,75.0,55.0,6.0,46.0
3.0,326.0,62.0,56.0,3.0,63.0
3.75,219.0,70.0,32.0,11.0,37.0
3.5,44.0,70.0,56.0,12.0,27.0
2.5,193.0,85.0,14.0,12.0,19.0
3.0,215.0,71.0,56.0,12.0,29.0
2.5,70.0,70.0,56.0,12.0,19.0
2.75,299.0,80.0,56.0,11.0,41.0
2.75,266.0,75.0,31.0,11.0,67.0
2.75,155.0,74.0,56.0,8.0,23.0
2.75,100.0,80.0,1.0,11.0,67.0
2.75,142.0,70.0,56.0,11.0,67.0
2.75,220.0,70.0,56.0,12.0,29.0
2.75,206.0,75.0,18.0,11.0,37.0
3.0,279.0,70.0,56.0,12.0,57.0
3.0,125.0,70.0,29.0,11.0,67.0
3.5,111.0,70.0,56.0,12.0,67.0
3.5,22.0,70.0,39.0,12.0,46.0
3.0,326.0,72.0,56.0,3.0,7.0
3.0,287.0,65.0,39.0,12.0,46.0
2.5,167.0,65.0,56.0,11.0,67.0
3.5,343.0,70.0,7.0,12.0,41.0
3.75,2.0,70.0,56.0,6.0,46.0
3.0,69.0,70.0,56.0,11.0,3.0
3.5,155.0,70.0,56.0,8.0,46.0
3.0,199.0,72.5,56.0,12.0,18.0
3.5,383.0,75.0,56.0,11.0,60.0
3.5,40.0,75.0,18.0,11.0,13.0
3.25,25.0,65.0,56.0,12.0,19.0
3.5,347.0,70.0,56.0,12.0,19.0
3.0,305.0,60.0,6.0,12.0,4.0
3.25,185.0,72.0,56.0,11.0,2.0
3.5,345.0,80.0,7.0,12.0,57.0
2.75,109.0,72.0,56.0,12.0,18.0
3.25,68.0,65.0,9.0,11.0,9.0
3.5,90.0,71.0,50.0,6.0,67.0
3.5,292.0,70.0,56.0,12.0,27.0
3.5,16.0,75.0,56.0,12.0,3.0
3.25,181.0,72.0,54.0,6.0,67.0
3.25,19.0,72.0,55.0,11.0,68.0
4.0,297.0,72.0,4.0,11.0,37.0
3.5,273.0,70.0,56.0,11.0,37.0
3.25,299.0,73.0,56.0,12.0,19.0
3.5,155.0,72.0,56.0,12.0,18.0
3.25,292.0,70.0,56.0,12.0,57.0
2.75,136.0,71.0,5.0,12.0,3.0
3.0,281.0,72.0,56.0,8.0,23.0
2.75,179.0,75.0,55.0,12.0,57.0
2.5,143.0,55.0,56.0,11.0,60.0
3.0,385.0,75.0,56.0,8.0,19.0
2.75,85.0,74.0,56.0,12.0,46.0
2.5,293.0,55.0,39.0,12.0,46.0
3.0,335.0,100.0,7.0,12.0,19.0
3.75,100.0,70.0,1.0,6.0,67.0
3.25,383.0,90.0,56.0,12.0,18.0
3.5,127.0,70.0,55.0,12.0,44.0
2.5,177.0,70.0,28.0,12.0,33.0
3.25,357.0,70.0,24.0,12.0,37.0
3.25,18.0,70.0,56.0,12.0,21.0
3.75,347.0,70.0,2.0,12.0,37.0
3.0,350.0,70.0,56.0,8.0,19.0
3.25,335.0,73.0,7.0,12.0,28.0
2.75,353.0,67.0,56.0,11.0,37.0
3.5,105.0,75.0,2.0,8.0,45.0
2.5,404.0,75.0,56.0,12.0,3.0
2.75,0.0,70.0,18.0,12.0,44.0
3.75,318.0,75.0,56.0,12.0,46.0
3.0,393.0,70.0,56.0,12.0,12.0
3.5,343.0,85.0,7.0,11.0,45.0
3.25,363.0,70.0,56.0,12.0,40.0
3.5,239.0,72.0,2.0,11.0,64.0
1.5,103.0,100.0,19.0,12.0,19.0
3.25,86.0,75.0,0.0,11.0,18.0
3.0,302.0,75.0,18.0,11.0,67.0
4.0,40.0,75.0,18.0,11.0,67.0
2.75,27.0,70.0,56.0,12.0,19.0
3.5,212.0,65.0,56.0,6.0,46.0
3.25,54.0,70.0,9.0,12.0,9.0
3.75,301.0,70.0,56.0,12.0,67.0
3.0,343.0,70.0,7.0,8.0,18.0
3.25,363.0,70.0,56.0,12.0,19.0
3.25,229.0,72.0,56.0,12.0,35.0
3.25,334.0,65.0,29.0,8.0,51.0
3.25,310.0,80.0,56.0,12.0,46.0
3.5,40.0,75.0,18.0,12.0,4.0
2.75,46.0,68.0,2.0,11.0,60.0
2.5,127.0,70.0,55.0,12.0,19.0
3.25,176.0,58.0,14.0,8.0,19.0
3.0,397.0,85.0,3.0,6.0,57.0
3.5,303.0,77.0,55.0,12.0,19.0
2.75,237.0,76.0,3.0,12.0,3.0
3.5,210.0,71.0,17.0,6.0,37.0
3.5,66.0,70.0,36.0,11.0,45.0
2.75,6.0,75.0,54.0,8.0,4.0
3.5,0.0,70.0,18.0,12.0,13.0
3.25,154.0,68.0,56.0,12.0,41.0
3.75,313.0,75.0,14.0,8.0,19.0
3.25,343.0,70.0,7.0,12.0,19.0
3.25,221.0,70.0,29.0,6.0,13.0
4.0,324.0,70.0,9.0,8.0,9.0
2.75,232.0,70.0,39.0,12.0,46.0
3.75,326.0,68.0,56.0,12.0,45.0
4.0,181.0,74.0,54.0,6.0,67.0
3.5,398.0,66.0,2.0,11.0,45.0
3.75,19.0,72.0,55.0,12.0,9.0
3.0,339.0,72.0,56.0,11.0,37.0
4.0,302.0,75.0,18.0,8.0,51.0
3.25,209.0,70.0,56.0,12.0,2.0
3.75,201.0,74.0,56.0,12.0,18.0
2.75,92.0,70.0,7.0,6.0,40.0
3.75,20.0,72.0,56.0,11.0,57.0
3.75,157.0,70.0,56.0,12.0,18.0
3.25,332.0,82.0,10.0,12.0,12.0
3.5,76.0,70.0,18.0,12.0,63.0
3.0,68.0,65.0,9.0,11.0,9.0
3.0,78.0,75.0,19.0,11.0,2.0
3.5,130.0,70.0,56.0,11.0,67.0
2.75,87.0,68.0,46.0,6.0,46.0
2.75,1.0,85.0,6.0,8.0,4.0
2.5,262.0,58.0,10.0,12.0,12.0
3.0,26.0,73.0,55.0,12.0,38.0
2.75,337.0,72.0,2.0,12.0,3.0
3.25,133.0,70.0,7.0,12.0,9.0
3.25,40.0,75.0,18.0,12.0,22.0
3.25,180.0,70.0,7.0,11.0,67.0
3.25,379.0,64.0,18.0,6.0,67.0
4.0,343.0,88.0,7.0,12.0,26.0
2.75,347.0,72.0,2.0,11.0,64.0
3.5,69.0,72.0,56.0,11.0,30.0
2.5,154.0,70.0,56.0,6.0,46.0
3.5,224.0,65.0,40.0,11.0,47.0
3.75,177.0,75.0,28.0,12.0,18.0
3.25,343.0,70.0,7.0,11.0,41.0
3.25,302.0,75.0,18.0,12.0,46.0
4.0,40.0,75.0,18.0,12.0,28.0
3.75,392.0,75.0,56.0,12.0,23.0
1.0,97.0,100.0,45.0,8.0,51.0
3.5,50.0,100.0,29.0,12.0,19.0
3.0,17.0,75.0,18.0,12.0,67.0
3.5,115.0,65.0,6.0,12.0,4.0
3.0,242.0,70.0,56.0,11.0,2.0
2.0,187.0,71.0,56.0,11.0,23.0
3.5,8.0,70.0,35.0,6.0,41.0
3.5,153.0,75.0,4.0,12.0,46.0
2.0,329.0,73.0,56.0,12.0,29.0
2.75,27.0,80.0,56.0,12.0,4.0
3.25,60.0,74.0,57.0,12.0,67.0
2.75,307.0,75.0,56.0,8.0,10.0
3.0,324.0,70.0,9.0,8.0,9.0
3.0,350.0,70.0,56.0,11.0,37.0
4.0,10.0,70.0,56.0,12.0,19.0
3.5,320.0,72.0,29.0,12.0,7.0
2.75,250.0,77.0,56.0,12.0,19.0
3.5,337.0,70.0,2.0,12.0,18.0
3.5,174.0,77.0,56.0,7.0,19.0
3.0,235.0,65.0,56.0,12.0,12.0
2.75,340.0,85.0,55.0,12.0,16.0
2.75,327.0,70.0,55.0,12.0,16.0
3.0,17.0,75.0,18.0,11.0,37.0
2.75,4.0,55.0,14.0,8.0,19.0
3.5,200.0,80.0,56.0,11.0,41.0
3.5,384.0,70.0,18.0,11.0,68.0
4.0,379.0,63.0,18.0,12.0,46.0
3.5,180.0,70.0,7.0,11.0,68.0
3.5,122.0,72.0,55.0,6.0,41.0
3.75,66.0,70.0,36.0,12.0,45.0
3.0,110.0,70.0,55.0,11.0,60.0
3.75,127.0,76.0,55.0,6.0,41.0
4.0,147.0,68.0,54.0,6.0,3.0
3.5,379.0,70.0,18.0,12.0,63.0
3.5,231.0,78.0,56.0,12.0,30.0
2.5,198.0,72.0,56.0,12.0,46.0
3.25,328.0,72.0,56.0,6.0,2.0
3.0,268.0,72.0,56.0,6.0,46.0
3.0,290.0,76.0,50.0,12.0,21.0
3.0,10.0,70.0,56.0,11.0,67.0
3.5,288.0,70.0,14.0,12.0,19.0
4.0,179.0,70.0,55.0,11.0,55.0
3.5,310.0,73.0,56.0,6.0,46.0
3.0,399.0,70.0,3.0,6.0,46.0
3.0,324.0,65.0,9.0,8.0,9.0
3.25,258.0,70.0,2.0,12.0,45.0
3.25,57.0,71.0,50.0,11.0,25.0
2.5,387.0,70.0,56.0,12.0,46.0
3.25,33.0,74.0,54.0,6.0,67.0
3.0,97.0,80.0,45.0,8.0,51.0
3.5,404.0,75.0,56.0,11.0,37.0
2.75,114.0,70.0,56.0,12.0,67.0
3.5,284.0,66.0,25.0,11.0,37.0
2.5,9.0,60.0,56.0,12.0,3.0
3.5,181.0,72.0,54.0,6.0,67.0
3.25,367.0,70.0,30.0,12.0,46.0
3.25,345.0,77.0,7.0,12.0,45.0
3.5,352.0,84.0,56.0,12.0,19.0
2.0,358.0,62.0,56.0,8.0,69.0
3.5,154.0,70.0,56.0,12.0,46.0
2.5,90.0,71.0,50.0,11.0,25.0
3.0,147.0,64.0,54.0,6.0,37.0
3.75,2.0,70.0,56.0,12.0,46.0
2.5,69.0,70.0,56.0,6.0,46.0
3.0,217.0,58.0,9.0,12.0,9.0
2.75,121.0,72.0,56.0,11.0,2.0
2.5,248.0,75.0,56.0,12.0,18.0
3.5,125.0,70.0,29.0,12.0,57.0
3.25,190.0,70.0,56.0,12.0,28.0
2.75,71.0,72.0,18.0,12.0,19.0
3.5,18.0,70.0,56.0,12.0,4.0
